lan_code,cluster,count,total_count,fraction
tur,70,15,6127,0.002448180186061694
tur,71,7,6319,0.0011077702168064568
tur,77,1,11267,8.875477056891808e-05
tur,79,10,11307,0.0008844078889183692
tur,81,4,14726,0.00027162841233192993
tur,83,14,4698,0.002979991485738612
tur,84,3173,14179,0.22378164891741306
tur,88,1,24564,4.0709982087607885e-05
tur,89,391,29819,0.013112445085348269
tur,91,13,12006,0.001082791937364651
tur,97,1,5193,0.00019256691700365877
tur,100,20,3341,0.00598623166716552
tur,103,1,9557,0.00010463534581981794
tur,109,27,5605,0.0048171275646743976
tur,117,99,8313,0.011909058101768314
tur,118,3640,3645,0.9986282578875172
tur,119,1,5716,0.0001749475157452764
tur,120,2,13582,0.00014725371815638345
tur,128,2878,14329,0.2008514201968037
tur,129,1589,18235,0.08714011516314779
tur,130,2010,2014,0.9980139026812314
tur,132,2630,2630,1.0
tur,135,158,4664,0.033876500857632934
tur,137,1,4641,0.00021547080370609782
tur,139,43,5382,0.007989594946116686
tur,140,11,22122,0.0004972425639634753
tur,145,3,6139,0.0004886789379377749
tur,146,2433,2433,1.0
tur,157,5,7502,0.0006664889362836577
tur,160,1,8981,0.00011134617525887985
tur,163,2853,4435,0.6432919954904172
tur,164,773,2320,0.3331896551724138
tur,166,1,4533,0.00022060445621001543
tur,167,62,9647,0.006426868456514979
tur,169,1,14238,7.023458350891979e-05
tur,170,5,11233,0.0004451170657883023
tur,174,757,15784,0.04795995945261024
tur,175,2,8843,0.00022616759018432659
tur,178,1,10648,9.391435011269723e-05
tur,181,84,10950,0.007671232876712329
tur,182,1176,8003,0.14694489566412594
tur,186,1130,1131,0.9991158267020336
tur,188,46637,644468,0.07236511355102193
tur,194,12391,12391,1.0
tur,198,198,21515,0.00920288171043458
ukr,2,4871,10705,0.455021018215787
ukr,27,1218,2420,0.503305785123967
ukr,38,4068,4068,1.0
ukr,45,5190,5190,1.0
ukr,64,8839,8839,1.0
ukr,81,1,14726,6.790710308298248e-05
ukr,101,3568,3568,1.0
ukr,106,1052,5107,0.20599177599373408
ukr,108,8860,19717,0.44935842166658213
ukr,113,1272,3005,0.4232945091514143
ukr,116,1,3540,0.0002824858757062147
ukr,134,2902,2902,1.0
ukr,147,5272,6349,0.8303669869270751
ukr,154,14379,22223,0.6470323538676146
ukr,168,975,2228,0.4376122082585278
ukr,188,44402,644468,0.06889713686327327
ukr,191,8453,8453,1.0
ukr,196,1258,1264,0.995253164556962
ukr,198,1,21515,4.647920055775041e-05
